"id","year","college","income","scholarship","hhincome","race"
171,2010,1,-9999999,27.2453458607197,70.6887595841948,1
172,2010,1,131.511652768819,18.9621999440715,102.505674591493,1
173,2010,1,150.63704575582,20.8687099069357,121.802297897589,1
174,2010,1,-9999999,10.1945190457627,39.359252150408,1
175,2010,1,166.253719462818,21.1218816507608,105.817671755984,1
176,2010,1,112.057858999755,10.8231890806928,46.9222991542611,1
177,2010,1,131.926394136429,18.194311670959,69.6423746720864,1
178,2000,1,167.342039667884,16.5475403005257,95.2039343816024,1
179,2010,1,175.617021284802,21.2208105158061,114.961119123217,1
180,2000,0,73.3017315588086,10.3921651886776,53.6549310903165,0
181,2000,1,115.788725761883,29.0916699869558,75.0709984998417,1
182,2000,1,139.638138098271,13.3529083710164,45.7919687570874,1
183,2010,1,105.651659028667,26.6935151722282,68.4108656511757,1
184,2000,1,138.839299555812,13.5219399584457,44.1107906251989,0
185,2000,0,79.1321548066062,10.6404806161299,61.0902475614296,0
186,2010,0,84.6918003838263,11.6062758583575,48.2674395854072,1
187,2000,1,147.223402038612,20.7851428352296,99.3847222143607,1
188,2000,-1,-9999999,28.8005029037595,70.9143007921912,1
189,2010,1,115.052882877409,19.1161157470196,19.4108874046269,0
190,2010,1,117.517987375435,23.5890175960958,92.5616298570272,1
191,2000,0,61.3851593965824,11.0538458172232,33.8175735462366,0
192,2010,1,107.703114427933,22.9734757822007,45.0660270078128,1
193,2010,1,174.607992281184,14.3908643117175,119.471060472765,1
194,2000,1,113.956737586112,13.7853131396696,84.2487849509574,1
195,2000,1,174.897817329239,26.4700173167512,99.751922858997,1
196,2000,0,54.7055826387009,26.2505746306852,52.0755410845281,1
197,2000,1,99.164554419075,11.61220502574,22.6758402221244,0
198,2000,1,111.340506999455,24.2865331936628,41.2909828759759,0
199,2000,1,151.811515015266,18.8219148293138,120.659485117368,1
200,2010,0,139.00736651533,23.9356995606795,147.819517313849,1
201,2000,1,128.704943301512,19.4662368716672,64.9709966875844,1
202,2010,1,104.616801679524,11.6906954348087,69.2108428960273,1
203,2010,1,126.401819162558,29.8174228332937,57.2997936599817,0
204,2010,0,110.929528505895,13.6056898953393,87.2494408110262,1
205,2010,0,116.232830164195,13.76634741202,-9999999,1
206,2000,1,133.118555292525,28.9098860602826,73.1319462796238,1
207,2010,1,158.869929868147,14.0766855049878,139.25070152197,1
208,2010,1,97.6731777127579,18.5272797197104,31.4621143729207,0
209,2000,1,89.4998906064014,26.9463563198224,39.7578952954465,1
210,2000,0,58.7739586418298,14.2131222505122,30.6828449261962,0
211,2010,0,85.1080990286876,27.9526370530948,71.1542376728407,1
212,2000,1,159.441329847239,23.0404034908861,100.695438132606,1
213,2000,1,163.674036682027,18.0904391547665,95.1012604560114,1
214,2010,1,140.612995751013,27.5233488436788,98.0456778244815,1
215,2000,0,83.1716932596836,13.6895527876914,49.1188340588861,0
216,2010,1,121.368590218874,27.2759354859591,58.9547658760935,1
217,2010,1,117.782735306472,11.9027758901939,92.3420548880963,1
218,2010,1,214.382016687281,18.4456039778888,135.866718930927,1
219,2010,1,105.230335171699,27.5847001560032,25.5972505580179,1
220,2000,0,110.941000871859,13.8828482618555,80.3254471164072,1
221,2010,-1,-9999999,22.5004906300455,133.965415110996,1
222,2000,-1,-9999999,17.8382798144594,55.5509872572018,0
223,2000,-1,-9999999,11.4563888637349,57.5984699353884,0
224,2000,1,206.460626194582,14.3701695185155,157.668439988877,1
225,2000,0,103.329387375352,19.6691755158827,101.053720529991,1
226,2000,1,-9999999,24.8350490443408,100.128247210395,1
227,2010,1,197.383680640487,16.7218776512891,134.005274598056,1
228,2010,1,91.3773164945808,23.5640684887767,54.3368019564259,1
229,2000,1,87.6892634931479,27.7192843100056,35.1863040590688,1
230,2000,1,97.4003219972802,10.6433536112309,69.2610615478852,1
231,2000,1,139.55495307574,19.5618627546355,68.8750454093246,1
232,2010,1,128.566813887552,28.4204743849114,72.8900921043153,1
233,2010,1,98.7771882517654,27.3590344935656,39.1805577132389,0
234,2000,1,148.851515111763,28.669616766274,104.030964954899,1
235,2000,0,110.501081707508,22.0182078005746,91.0823526734077,1
236,2000,1,113.90869319845,24.1192463226616,58.7283882532605,1
237,2010,1,99.1087496250552,13.7307643285021,45.1056790531825,0
238,2010,1,-9999999,22.1061640745029,159.11225039687,1
239,2000,0,114.721532310578,14.0506540285423,68.0115522639182,0
240,2000,1,101.428735041084,13.2729090563953,64.3370359088313,1
241,2000,1,122.211347427643,28.3480866253376,55.1707081512788,1
242,2010,1,102.841964209633,25.984095595777,57.7635115854167,0
243,2000,1,102.509366460883,28.437816966325,66.3004838872055,1
244,2000,0,90.0309598608527,22.9876737110317,41.2830427218851,0
245,2010,1,134.160581811101,20.8250073995441,73.5525043185621,1
246,2000,1,120.932110033385,24.1346556460485,86.5860851030957,1
247,2010,0,82.458866311091,16.893166876398,60.7030171751214,1
248,2000,1,190.90635478623,12.6118117477745,161.177583762381,1
249,2010,-1,-9999999,25.4697798239067,86.7976088536305,1
250,2010,0,70.3153739427644,16.9661086797714,73.6403796999383,1
251,2010,1,106.110476250052,19.7457456588745,43.9618017703351,1
252,2000,0,106.508930176242,24.0264258068055,94.4530533900017,1
253,2010,1,145.044636791231,15.3474787995219,85.8095431169807,1
254,2010,1,77.9238454922095,18.2555853622034,31.2225288501877,1
255,2010,1,121.047397781065,10.9979110443965,62.9193147569865,1
256,2010,0,87.5020219300845,17.8260036138818,45.4023694975609,0
257,2000,0,98.8029286597388,28.9710839278996,85.6879034551189,1
258,2010,1,130.904368917064,25.6719293352216,78.5235505497089,1
259,2000,0,53.8766364734196,13.1994852982461,14.102143336284,0
260,2000,1,106.092889871612,26.0576391918585,63.0825454763542,0
261,2010,0,104.239149376811,28.3823065459728,89.118204469832,1
262,2010,1,128.010539679811,15.8095837244764,118.750031507614,1
263,2000,0,77.1604762819658,21.6730903740972,37.5790327549743,0
264,2010,0,96.5396105545497,10.3134740097448,92.7042922088861,1
265,2010,0,99.4468148885157,15.1295137871057,51.6558179986027,0
266,2000,1,110.927026954276,12.0513753173873,72.7583179375839,1
267,2010,1,124.639206906282,27.8614907898009,100.04181708123,1
268,2000,1,132.432518985032,28.8795714080334,58.3489241448231,1
269,2000,1,76.065036514301,26.8803799431771,25.0030476268072,0
270,2000,1,135.316960367271,27.970169223845,51.161031193585,1
271,2000,0,69.8850426266394,17.939963620156,38.1679798126955,0
272,2000,1,123.15319451325,17.2750453371555,67.4565716010897,0
273,2000,0,82.0590002080084,26.5690173581243,58.4609985208584,1
274,2000,0,64.6402804715479,12.8370591206476,41.426255296235,1
275,2010,1,82.4649949488995,27.3409356130287,36.7915834961245,1
276,2010,1,114.492646482556,17.4670999264345,50.2517735600519,1
277,2000,1,158.921585875023,23.2883637351915,110.037499867902,1
278,2000,1,122.622517854376,23.9952894672751,34.3760089583914,0
279,2000,0,91.6147383580343,28.026484772563,74.369091610703,1
280,2000,1,141.688703568161,21.7908408585936,68.926724371292,1
281,2010,1,188.57201197678,29.8339251708239,119.037849155015,1
282,2000,0,88.1766816944354,22.86625854671,65.1509127138139,1
283,2000,1,120.736823931762,14.7806851193309,49.8766606977584,1
284,2010,1,132.882936654168,18.4840148920193,58.9849257709923,1
285,2000,0,115.445810952829,17.4700200092047,101.9853769456,1
286,2010,1,-9999999,26.0350687382743,21.8751109977647,0
287,2010,0,110.652616954295,19.5351242925972,71.0961971209138,1
288,2000,1,158.34188159342,20.3326241998002,110.687414184065,1
289,2010,1,121.670893986826,13.3185263769701,70.5213210201065,1
290,2010,0,127.187371064616,21.4113791240379,86.0232251654292,1
291,2000,1,168.221312485653,13.5201933141798,115.159788794644,1
292,2010,1,150.130421648471,13.7827055202797,89.2784273759697,1
293,2010,0,132.147106764257,28.9636304508895,96.4940726919905,1
294,2010,1,143.194827309064,14.0924748964608,72.9652654494142,1
295,2010,1,142.803020922604,11.8797738011926,115.424870370734,1
296,2000,1,122.944251613677,16.3085380988196,68.8239379888668,1
297,2000,1,98.5189761219556,26.470578527078,23.4662035181489,0
298,2010,-1,-9999999,21.8592464504763,73.0148426455664,1
299,2010,1,181.903198469037,25.8823319338262,136.79094771066,1
300,2000,1,120.379523522528,12.5442973291501,87.5641795493417,1
301,2000,1,113.553378183885,18.9268264500424,90.8464957509345,1
302,2010,0,78.475998298259,20.9391178237274,67.7598658436228,1
303,2000,0,124.634221007271,23.9377669105306,77.0890233858464,1
304,2000,1,153.630108979619,10.6261185416952,88.7956574076808,1
305,2010,1,103.001148361907,29.2879748158157,59.9747320363005,1
306,2010,1,156.735649658574,18.0639282148331,-9999999,1
307,2010,1,97.5223287419207,22.7669151034206,35.545362581634,0
308,2010,1,96.9223859501901,29.5657616760582,48.0254358985882,1
309,2010,1,161.323146265122,14.6494765533134,114.633059091402,1
310,2010,1,155.313118332221,18.132837228477,118.998636055394,1
311,2010,1,170.665423813527,25.9939209185541,-9999999,1
312,2000,0,88.9509866153042,29.5060183806345,86.0958436294779,1
313,2000,1,123.459692771216,13.285132041201,53.5355662672952,0
314,2000,1,113.331260628203,26.3217332493514,75.0006131011823,1
315,2010,1,126.167019853319,10.2942807413638,63.4655991227388,1
316,2000,1,139.277124136537,27.0750273624435,89.6230279763378,1
317,2000,1,171.165608823774,23.9364692289382,130.953668166411,1
318,2010,1,97.3126487676107,28.033084240742,40.5934931812219,0
319,2000,1,163.563939114695,17.7782737929374,114.740597724524,1
320,2010,1,176.06706270747,26.7513050837442,170.510525403434,1
321,2000,1,-9999999,10.7151610637084,104.021322605533,1
322,2010,1,152.083530274772,13.0915510514751,135.282301730513,1
323,2000,1,151.389484846795,14.9001507414505,101.616858785252,1
324,2000,1,100.593411383582,26.6865253774449,56.9001301914681,1
325,2000,0,133.243883252467,10.6472418736666,95.015605009743,1
326,2000,1,163.251855330825,11.0284233046696,104.179228962074,1
327,2000,1,85.2437655351977,20.4182094382122,46.0480628274719,0
328,2000,0,45.6261175904116,13.5860869567841,30.7309985019429,0
329,2010,1,152.261750037324,27.9685355396941,105.858238911876,1
330,2010,0,152.019178740922,22.129222471267,148.082974823055,1
331,2010,1,122.613240898078,17.4532004306093,73.2468587937944,0
332,2000,1,128.110573435065,10.9460093826056,-9999999,0
333,2010,1,115.7302482184,24.1920210653916,62.6354756809338,1
334,2010,0,98.079695802479,15.4743914213032,84.3569601308148,1
335,2010,0,113.206862352598,14.9234678922221,70.8993767935482,1
336,2000,1,140.470131789667,16.7136221192777,49.324489167285,0
337,2000,1,123.251268527188,21.7710235575214,56.0247601966153,0
338,2000,1,200.103178564081,20.7106475811452,144.696663234776,1
339,2010,1,114.156485489762,26.9281967636198,73.8214674017945,0
340,2000,0,81.8404500364927,16.8510813219473,66.7895574311113,1
341,2000,1,98.2370470917154,22.1028680773452,45.3335590312675,0
342,2000,1,105.739361358669,14.7029594285414,54.3415223068068,0
343,2010,0,98.2386839263659,17.8445036429912,52.8604999488789,1
344,2000,1,164.739948218847,17.3355486150831,109.560655257292,1
345,2000,1,-9999999,10.4923291364685,132.444218942248,1
346,2010,1,158.835305303046,25.7107564387843,104.264254034312,1
347,2000,0,117.569533713379,28.4499541064724,74.4430409715536,1
348,2010,1,178.430417854962,26.4978875173256,132.302653813964,1
349,2000,1,119.943706358287,17.0658151665702,22.1577372361706,0
350,2000,1,110.550841196934,11.6325979493558,25.9180334050275,0
351,2010,1,135.525045439726,12.8739980468526,86.7633602211789,1
352,2000,0,48.8652766419679,22.1589580178261,45.9129784061235,1
353,2010,1,144.889966364759,21.8659375421703,112.754656481849,0
354,2010,1,125.042104433817,24.0964448545128,70.2858676111001,1
355,2000,1,81.869628075584,10.8136608544737,10.6888065220906,0
356,2000,0,104.994301354509,13.1118481280282,103.848849132639,1
357,2000,0,157.901173556129,21.2137114303187,173.407509061389,1
358,2010,1,84.1908399694406,23.0984802450985,29.4256790596466,0
359,2010,0,-9999999,27.7278278395534,44.791211754103,0
360,2010,1,108.071786368247,20.56415759027,46.060334083859,0
361,2010,0,81.3912713612934,14.2452001012862,66.2518890509453,1
362,2010,1,140.599267504702,17.9615506855771,76.402115052228,0
363,2010,0,104.345555538742,11.0277482215315,83.4811524632247,1
364,2000,0,137.455858056391,17.4601475475356,117.176978319599,1
365,2000,1,135.13937382802,23.7815326312557,63.9376683820268,1
366,2000,1,98.5765628346906,29.423127300106,58.5717796265872,1
367,2010,1,85.6568599825886,16.9638043083251,42.9482636169314,0
368,2000,1,128.664483043706,19.7217130288482,59.9473426681094,0
369,2010,1,157.080957404829,15.9064155304804,112.52001378606,1
370,2000,1,127.272363764847,14.5591466128826,63.5687030033206,1
371,2010,1,144.727355642218,24.4441700074822,129.971854265178,1
372,2010,1,97.1614592897994,27.1026626974344,69.5469437255532,1
373,2010,1,79.0616904410474,18.7860557856038,21.1689307161046,0
374,2010,0,93.6330115147335,24.4748848583549,44.3770669884724,0
375,2010,1,141.912750551477,21.7039239034057,131.504097381517,1
376,2000,1,136.817591042207,25.2359629329294,88.4549113666344,1
377,2010,0,100.455332239836,13.4188083000481,62.2562099413254,1
378,2000,0,111.362700643963,10.3007595706731,97.182706829206,1
379,2010,1,113.899660592057,27.2770426282659,76.0081140291738,1
380,2000,1,130.99583029733,24.3709299108014,86.5244459787152,1
381,2010,1,168.050293217322,15.8724201284349,109.748627735439,1
382,2000,1,114.620808939392,16.676960112527,77.6804562618452,1
383,2010,1,72.0085521269886,12.9990595392883,36.8756120209946,0
384,2010,0,78.445548629405,14.5727238431573,78.4816505687098,1
385,2010,1,135.261413163229,16.5680288802832,68.6242661850475,1
386,2000,1,160.196704803971,11.1929137818515,110.162994329313,1
387,2000,1,133.935810714438,29.5794514194131,102.634163128267,1
388,2000,1,166.318899172465,20.0851046480238,113.469442265526,1
389,2010,1,97.2948365563543,11.9663746701553,34.0720028570701,0
390,2000,1,188.483944029119,23.8112298352644,150.861322684815,1
391,2000,1,150.000783942257,17.1517043979838,135.865894329569,1
392,2010,0,96.1077005523825,19.5542448619381,98.5401262693132,1
393,2010,1,104.536667156949,22.3814344406128,64.6715063089692,1
394,2010,0,103.426970307954,10.13043647632,36.4139608263011,1
395,2010,0,58.5604249142163,24.8741815565154,37.7996045151378,0
396,2010,1,112.166106121294,29.4036555336788,74.9531574087783,0
397,2000,1,178.53697295264,23.5488538304344,148.933880834046,1
398,2010,1,116.581084632581,23.1743094651029,39.0863326232654,0
399,2000,1,162.282241209771,26.0821024514735,107.2918254453,1
400,2010,-1,-9999999,19.7694324981421,33.9622451863114,0
401,2000,0,53.8866204197847,18.1901339441538,36.8212475180436,0
402,2000,1,165.261048536668,11.1104957247153,120.311645720775,1
403,2000,0,119.611266732316,10.5965913645923,92.0963304651942,1
404,2010,1,199.128183124309,13.0666529526934,153.367081914866,1
405,2000,0,108.010706965902,15.6917444430292,83.9087316233234,1
406,2010,1,152.202641548461,12.3271793220192,87.3042913091859,1
407,2000,0,116.345622327841,20.4842277010903,78.3534661567731,1
408,2010,1,152.390317094798,24.4158380804583,85.942921511022,1
409,2010,1,179.094154247995,28.596543953754,127.01038307806,1
410,2010,1,182.160896333827,17.5523860333487,150.424838197822,1
411,2010,1,177.910163680303,27.6628591585904,147.760922140111,1
412,2000,1,165.933422928842,10.1805876847357,164.402945885889,1
413,2010,0,121.065251257923,14.3861485691741,118.040309479884,1
414,2000,1,119.539351284121,25.7256573718041,36.1031595370996,0
415,2010,0,57.1225682768898,10.2972985524684,33.9854334946834,0
416,2010,1,140.959665202083,17.97201145906,74.116806915939,1
417,2000,1,117.790413761325,26.8370279949158,54.4181544468782,1
418,2000,1,114.563986110285,27.9731886321679,43.3891133081495,1
419,2010,1,147.756189524266,26.266858256422,82.760404346886,1
420,2010,1,86.9619908182661,22.3631243780255,35.3660355128768,0
421,2010,0,95.4386172411882,12.0822517201304,50.0898287879496,1
422,2000,1,-9999999,17.0274134399369,83.5555650493205,1
423,2010,0,117.709792714397,22.4821272864938,116.493653284894,1
424,2010,1,190.791898324657,24.0829256735742,135.979739902143,1
425,2000,0,96.8515858811708,27.6421191077679,66.5955001085314,1
426,2010,1,159.182798951151,26.7906216997653,152.450494543561,1
427,2000,1,111.555117947284,21.0801390651613,57.1513220201144,1
428,2010,1,175.719184293803,21.4953622454777,88.072847162225,0
429,2000,1,139.769906116126,13.3136760629714,52.2639640873444,0
430,2000,1,141.27732227234,21.6920494521037,107.93649615337,1
431,2000,0,113.627953540198,13.1582305626944,73.0406579555585,1
432,2000,1,163.794478959715,27.1564195491374,79.3062441880822,1
433,2000,0,96.0192811799434,19.6916890516877,71.125988222296,1
434,2000,0,101.288804288333,18.6330604553223,25.3936516040272,0
435,2010,0,65.9629170253527,25.3278913069516,25.4376538491427,0
436,2010,1,132.066383884101,14.2205768730491,98.4889122735405,1
437,2000,1,132.061046793449,14.0040987031534,56.9933139807798,0
438,2000,1,158.264108853256,14.497931804508,100.714083962769,1
439,2010,1,122.346723279526,23.7308431183919,37.5380339970684,0
440,2000,0,71.9047684327486,22.3601650400087,51.4745992227632,1
441,2000,1,115.51156923231,25.8459601830691,42.654596857106,1
